Included,MaleRatioDiff>20,Paper,SS,SS_overlap,SubSample,keep,missing,RT/accuracy,Study,Authors,comment,todo,Included in Bediou et al 2018,New,Publication_type,Year,VGP_criteria,NVGP_criteria,Game_genre,Age_group,Recruitment,Lab,Cognitive_domain,SubDomain,Task,Measure,Effect,DV_type,Data_source,nExp,nCtl,males_AVGP,males_NVGP,MaleRatioDiff,g_source,Cohen's d,d_var,J,g,g_var
excluded,0.39010989,35,35,35,,NA,NA,NA,"Dye, Green & Bavelier 2009 (neuropsychologia)- ADULTS","Dye, M. W., Green, C. S., & Bavelier, D.",no data,no accuracy data,1,NA,published,2009,reported playing any action-based video game for any length of time in the 12 months prior to testing (007 – Everything or Nothing; 007 – Golden Eye; 007 – Goldfinger; 007 – Nightfire; Battlefield 1942; Bionicle; Counterstrike; Devil May Cry; Ghost Recon; Grand Theft Auto; Grand Theft Auto – San Andreas; Grand Theft Auto – Vice City; Half Life 2; Halo; Halo 2; Hitman2; Medal of Honor;Metal Gear Solid;Metal Gear Solid 2; Quake III; Rainbow Six-Three; Splinter Cell; Star Wars – Jedi Starfighter; Unreal Tournament; Viet Cong. ),Others (Age of Empires; Age of Mythology; Angelica; ATV Crossroad Fury; Backyard Baseball; Backyard Soccer; Barbie; Brute Force; Bubble Trouble; Burning Monkey Mahjong; Civilization III; Crash Bandicoot; Cross CountryUSA; Dance DanceRevolution;Dave Mirra Freestyle BMX; DBZ; Deimos Rising; Donkey Kong; Downhill Domination; Dr. Mario; Dr. Muto; Dracula; Duck Hunt; Emperor’s New Groove; Empires – Dawn of the Modern World; ESPN NBA Basketball 2004; Extreme Ghostbusters; FIFA 2001; Final Fantasy VII; Formula One 2001; Free Cell; Frogger; Gauntlet – Dark Legacy; Harry Potter and the Chamber of Secrets; Harry Potter and the Sorceror’s Stone; High Heat 2003;HomeRun King; Illusion of Gaia; Jedi Knights; Karaoke Revolution; King’s Quest VII; Kingdom Hearts; Lego Island 2; Lego Racers; Lord of the Rings – Return of the King; Lord of the Rings – The Two Towers; Mad Dash; Mario Kart; Mario Kart Double Dash; Mario Party 3;Mario Super Party; Master Matt’s Kung Fu Rama; Masters of Orion III; Mickey Mouse Kitchen; Mine Sweeper; MLB Slugfest; MVP Baseball 2004; MX Unleashed; Myst; Mystery of the Monkey Kingdom; NBA Live 2004; Need 4 Speed – Porsche Unleashed; Need for Speed – Underground; Neo Pets; NFL Blitz; NFL Fever 2002; NFL Madden 2004; NHL 1999; NHL 2004l; Pokemon; Postopia; Quad – Desert Fury; Railroad Tycoon; Scooby Doo – Night of 100 Frights; Shrek; Sim City; Skateboarder Tycoon; Sly Cooper; Snood; Solitaire; Soul Caliber II; Spiderman; Spy Fox – Operation Ozone; SSX 3; SSX Tricky 2; Star Craft; Star Fox; StarWars – Knights of the Old Republic; Super Mario Land; Super Mario RPG; Supersmash Brothers Melee; Tetris; Text Twist; The Sims; The Sims – Bustin’ Out; Tiger Woods Golf; Tony Hawke Pro Skater 4; Tony Hawke’s Underground; Treasure Mountain; Vieautiful Joe; Virtual Pinball; Where In The World Is Carmen Sandiego?; World of Warcraft; World Tour Soccer 3; Yoshi’s Island; Zelda – Ocarina of Time; Zelda –WindWaker; Zoo Tycoon; Zoombinis. ),NA,Younger adults,Covert,Bavelier,top-down attention,top-down attention,ANT: Attentional Network Test,Main effect Group: Group x Age: error rate,interaction,accuracy,Paper,56,69,0.928571429,0.538461538,0.39010989,NA,NA,NA,NA,NA,NA
included,0,36,36,36,,1,NA,1,"Dye, Green & Bavelier 2009 (psych sci)-","Dye, M. W., Green, C. S., & Bavelier, D.",Only data available : d from paper,number of participants to check . 2 Ds from paper on accuracy have been mixed up in MA_data. They are corrected here and in red,1,NA,published,2009,5 or more h/week of action video games in the previous year,little or no video gaming (and no action gaming for several years),NA,Younger adults,Overt,Bavelier,inhibition,inhibition,TOVA impulsive,Main effect : (Target Frequency Condition) : impulsivity RT (msec),main,speed,Only d available in the paper,10,10,1,1,0,CohensD,1.03,0.2265225,0.957746479,0.986478873,0.207784178
included,0,36,36,36,,NA,NA,1,"Dye, Green & Bavelier 2009 (psych sci)-","Dye, M. W., Green, C. S., & Bavelier, D.",Only data available : d from paper,number of participants to check . 2 Ds from paper on accuracy have been mixed up in MA_data. They are corrected here and in red,1,NA,published,2009,5 or more h/week of action video games in the previous year,little or no video gaming (and no action gaming for several years),NA,Younger adults,Overt,Bavelier,inhibition,inhibition,TOVA impulsive,Main effect : (Target Frequency Condition) : impulsivity accuracy (d'),main,accuracy,Only d available in the paper,10,10,1,1,0,NA,0,0.2,0.957746479,0,0.183455664
included,0,36,36,36,,2,NA,2,"Dye, Green & Bavelier 2009 (psych sci)-","Dye, M. W., Green, C. S., & Bavelier, D.",Only data available : d from paper,number of participants to check . 2 Ds from paper on accuracy have been mixed up in MA_data. They are corrected here and in red,1,NA,published,2009,5 or more h/week of action video games in the previous year,little or no video gaming (and no action gaming for several years),NA,Younger adults,Overt,Bavelier,top-down attention,top-down attention,TOVA sustained,Main effect : (Target Frequency Condition) : sustained attention RT (msec),main,speed,Only d available in the paper,10,10,1,1,0,CohensD,1.19,0.2354025,0.957746479,1.13971831,0.215929609
included,0,36,36,36,,NA,NA,2,"Dye, Green & Bavelier 2009 (psych sci)-","Dye, M. W., Green, C. S., & Bavelier, D.",Only data available : d from paper,number of participants to check . 2 Ds from paper on accuracy have been mixed up in MA_data. They are corrected here and in red,1,NA,published,2009,5 or more h/week of action video games in the previous year,little or no video gaming (and no action gaming for several years),NA,Younger adults,Overt,Bavelier,top-down attention,top-down attention,TOVA sustained,Main effect : (Target Frequency Condition) : sustained attention accuracy (d'),main,accuracy,Only d available in the paper,10,10,1,1,0,NA,NA,NA,NA,NA,NA
included,0,37,37,37,,1,NA,NA,Feng et al. 2007-EXP1,"Feng, J., Spence, I., & Pratt, J",NA,NA,1,NA,published,2007,>4h/week of playing action video games,no video-game play within the past 3 or more years,NA,Younger adults,Overt,Other,top-down attention,top-down attention,UFOV - single task / with distractors / peripheral task alone,Main effect Group: Group x Gender x Field of study: % correct responses,main,accuracy,Paper,24,24,0.3,0.3,0,Ftest,1.692631088,0.113177083,0.983606557,1.664883037,0.109496775
included,0,38,38,38,,1,NA,NA,Franceschini et al 2012 personal communication,"Franceschini, S., Gori, S., Bavelier, D., & Facoetti, A",NA,NA,1,NA,unpublished,2012,minimum of 5h/week (on average) of action video game play over the previous year,1h or less/week of action video game play over the previous year,NA,Younger adults,Overt,Bavelier,top-down attention,top-down attention,VAST,Main effect : VAST,main,accuracy,SLIDE 7 (Francescini Rochester_15vs12_.ppt,12,15,1,1,0,Ftest,1.425236822,0.187616667,0.96969697,1.382047828,0.176418243
included,0,38,38,38,,2,NA,NA,Franceschini et al 2012 personal communication,"Franceschini, S., Gori, S., Bavelier, D., & Facoetti, A",NA,NA,1,NA,unpublished,2012,minimum of 5h/week (on average) of action video game play over the previous year,1h or less/week of action video game play over the previous year,NA,Younger adults,Overt,Bavelier,top-down attention,top-down attention,SVST - inefficiency index,Main effect : SVST - inefficiency index,main,accuracy,SLIDE 16 (Francescini Rochester_15vs12_.ppt,12,15,1,1,0,Ttest,0.94190955,0.166429511,0.96969697,0.913366836,0.156495702
included,0,38,38,38,,3,NA,NA,Franceschini et al 2012 personal communication,"Franceschini, S., Gori, S., Bavelier, D., & Facoetti, A",NA,NA,1,NA,unpublished,2012,minimum of 5h/week (on average) of action video game play over the previous year,1h or less/week of action video game play over the previous year,NA,Younger adults,Overt,Bavelier,verbal cognition,verbal cognition,TOWRE - inefficiency index,Main effect : TOWRE - inefficiency index,main,speed,TOWRE inefficiency index docx,12,14,1,1,0,MeanSD,0.282970149,0.156301753,0.968421053,0.274034249,0.146585932
included,0,38,38,38,,4-avg,NA,NA,Franceschini et al 2012 personal communication,"Franceschini, S., Gori, S., Bavelier, D., & Facoetti, A",Only data available : d from ppt,NA,1,NA,unpublished,2012,minimum of 5h/week (on average) of action video game play over the previous year,1h or less/week of action video game play over the previous year,NA,Younger adults,Overt,Bavelier,verbal cognition,verbal cognition,Nelson Denny,Main effect : Nelson Denny - Reading rate (NCE),main,speed,SLIDE 18 (Francescini Rochester_15vs12_.ppt,12,14,1,1,0,MeanSD,0.6063288,0.161831801,0.968421053,0.587181575,0.151772229
included,0,38,38,38,,4-avg,NA,NA,Franceschini et al 2012 personal communication,"Franceschini, S., Gori, S., Bavelier, D., & Facoetti, A",Only data available : d from ppt,NA,1,NA,unpublished,2012,minimum of 5h/week (on average) of action video game play over the previous year,1h or less/week of action video game play over the previous year,NA,Younger adults,Overt,Bavelier,verbal cognition,verbal cognition,Nelson Denny,Main effect : Nelson Denny - Execution time (seconds),main,speed,SLIDE 18 (Francescini Rochester_15vs12_.ppt,12,14,1,1,0,MeanSD,0.342458298,0.157017245,0.968421053,0.331643826,0.147256949
included,0,38,38,38,,4-avg,NA,NA,Franceschini et al 2012 personal communication,"Franceschini, S., Gori, S., Bavelier, D., & Facoetti, A",Only data available : d from ppt,NA,1,NA,unpublished,2012,minimum of 5h/week (on average) of action video game play over the previous year,1h or less/week of action video game play over the previous year,NA,Younger adults,Overt,Bavelier,verbal cognition,verbal cognition,Nelson Denny,Main effect : Nelson Denny - 10 minutes accuracy score (NCE),main,speed,SLIDE 18 (Francescini Rochester_15vs12_.ppt,12,14,1,1,0,MeanSD,0.567341291,0.160951831,0.968421053,0.549425251,0.150946958
included,0,38,38,38,,4-avg,NA,NA,Franceschini et al 2012 personal communication,"Franceschini, S., Gori, S., Bavelier, D., & Facoetti, A",Only data available : d from ppt,NA,1,NA,unpublished,2012,minimum of 5h/week (on average) of action video game play over the previous year,1h or less/week of action video game play over the previous year,NA,Younger adults,Overt,Bavelier,verbal cognition,verbal cognition,Nelson Denny,Main effect : Nelson Denny - Total time accuracy score (NCE),main,speed,SLIDE 18 (Francescini Rochester_15vs12_.ppt,12,14,1,1,0,MeanSD,0.364321132,0.157314403,0.968421053,0.352816254,0.147535635
included,0,39,39,39,,1,NA,NA,"Gaspar, Kramer et al 2014","Gaspar, J. G., Neider, M. B., Crowell, J. A., Lutz, A., Kaczmarski, H., & Kramer, A. F.",NA,NA,1,NA,published,2014,"5h or more/week, for 1 year; first-person shooter games",<1h/week over 12 months,NA,Younger adults,Overt,Other,perception,perception,Choice RT - single task,Group: RT,main,speed,Paper,30,30,0.5,0.5,0,MeanSD + Ttest,-0.00893028,0.066667331,0.987012987,-0.008814303,0.064946957
included,0,39,39,39,,2,NA,NA,"Gaspar, Kramer et al 2014","Gaspar, J. G., Neider, M. B., Crowell, J. A., Lutz, A., Kaczmarski, H., & Kramer, A. F.",NA,NA,1,NA,published,2014,"5h or more/week, for 1 year; first-person shooter games",<1h/week over 12 months,NA,Younger adults,Overt,Other,spatial cognition,WM,Visual Short Term Memory (VSTM),Group: percentage correct,main,accuracy,Paper,30,30,0.5,0.5,0,MeanSD + Ttest,0.233520661,0.067121099,0.987012987,0.230487925,0.065389015
included,0,39,39,39,,3,NA,NA,"Gaspar, Kramer et al 2014","Gaspar, J. G., Neider, M. B., Crowell, J. A., Lutz, A., Kaczmarski, H., & Kramer, A. F.",NA,NA,1,NA,published,2014,"5h or more/week, for 1 year; first-person shooter games",<1h/week over 12 months,NA,Younger adults,Overt,Other,top-down attention,top-down attention,UFOV (FFOV) - single task / with distractor / peripheral task alone,Group: percentage correct (peripheral targets),main,accuracy,Paper,30,30,0.5,0.5,0,MeanSD + Ttest,0.358314139,0.067736575,0.987012987,0.353660708,0.065988608
included,0,39,39,39,,4,NA,NA,"Gaspar, Kramer et al 2014","Gaspar, J. G., Neider, M. B., Crowell, J. A., Lutz, A., Kaczmarski, H., & Kramer, A. F.",NA,NA,1,NA,published,2014,"5h or more/week, for 1 year; first-person shooter games",<1h/week over 12 months,NA,Younger adults,Overt,Other,top-down attention,top-down attention,Flanker task,Group: interference cost (RT incongruent - RT congruent),interaction,speed,Paper,30,30,0.5,0.5,0,Ttest,-0.172993256,0.066916056,0.987012987,-0.17074659,0.065189262
included,0,39,39,39,,5,NA,NA,"Gaspar, Kramer et al 2014","Gaspar, J. G., Neider, M. B., Crowell, J. A., Lutz, A., Kaczmarski, H., & Kramer, A. F.",NA,NA,1,NA,published,2014,"5h or more/week, for 1 year; first-person shooter games",<1h/week over 12 months,NA,Younger adults,Overt,Other,multi-tasking,multi-tasking,Computer dual task,Interaction: Group x task (single vs. dual): RT,interaction,speed,Paper,30,30,0.5,0.5,0,Ftest,0.339607617,0.067627778,0.987012987,0.335197128,0.065882618
included,0,39,39,39,,6-avg,NA,NA,"Gaspar, Kramer et al 2014","Gaspar, J. G., Neider, M. B., Crowell, J. A., Lutz, A., Kaczmarski, H., & Kramer, A. F.",NA,NA,1,NA,published,2014,"5h or more/week, for 1 year; first-person shooter games",<1h/week over 12 months,NA,Younger adults,Overt,Other,multi-tasking,multi-tasking,Street Crossing - crossing success,dual task cost,interaction,accuracy,Paper,30,30,0.5,0.5,0,Ftest,-0.089442719,0.066733333,0.987012987,-0.088281125,0.065011255
included,0,39,39,39,,6-avg,NA,NA,"Gaspar, Kramer et al 2014","Gaspar, J. G., Neider, M. B., Crowell, J. A., Lutz, A., Kaczmarski, H., & Kramer, A. F.",NA,NA,1,NA,published,2014,"5h or more/week, for 1 year; first-person shooter games",<1h/week over 12 months,NA,Younger adults,Overt,Other,multi-tasking,multi-tasking,Street Crossing - preparation time,dual task cost,interaction,speed,Paper,30,30,0.5,0.5,0,Ftest,-0.284018779,0.067338889,0.987012987,-0.280330223,0.065601184
included,0,39,39,39,,6-avg,NA,NA,"Gaspar, Kramer et al 2014","Gaspar, J. G., Neider, M. B., Crowell, J. A., Lutz, A., Kaczmarski, H., & Kramer, A. F.",NA,NA,1,NA,published,2014,"5h or more/week, for 1 year; first-person shooter games",<1h/week over 12 months,NA,Younger adults,Overt,Other,multi-tasking,multi-tasking,Street Crossing - crossing time,dual task cost,interaction,speed,Paper,30,30,0.5,0.5,0,Ftest,0.063245553,0.0667,0.987012987,0.062424182,0.064978782
included,0,39,39,39,,6-avg,NA,NA,"Gaspar, Kramer et al 2014","Gaspar, J. G., Neider, M. B., Crowell, J. A., Lutz, A., Kaczmarski, H., & Kramer, A. F.",NA,NA,1,NA,published,2014,"5h or more/week, for 1 year; first-person shooter games",<1h/week over 12 months,NA,Younger adults,Overt,Other,multi-tasking,multi-tasking,Street Crossing - time to contact,dual task cost,interaction,speed,Paper,30,30,0.5,0.5,0,Ftest,-0.051639778,0.066688889,0.987012987,-0.050969131,0.064967958
included,0,39,39,39,,6-avg,NA,NA,"Gaspar, Kramer et al 2014","Gaspar, J. G., Neider, M. B., Crowell, J. A., Lutz, A., Kaczmarski, H., & Kramer, A. F.",NA,NA,1,NA,published,2014,"5h or more/week, for 1 year; first-person shooter games",<1h/week over 12 months,NA,Younger adults,Overt,Other,multi-tasking,multi-tasking,Street Crossing - head turns,dual task cost,interaction,speed,Paper,30,30,0.5,0.5,0,Ftest,0.409878031,0.068066667,0.987012987,0.404554939,0.066310182
included,0,39,39,39,,7,NA,NA,"Gaspar, Kramer et al 2014","Gaspar, J. G., Neider, M. B., Crowell, J. A., Lutz, A., Kaczmarski, H., & Kramer, A. F.",NA,NA,1,NA,published,2014,"5h or more/week, for 1 year; first-person shooter games",<1h/week over 12 months,NA,Younger adults,Overt,Other,verbal cognition,WM,Auditory 2 back - single task 2-back,% correct,main,accuracy,Paper,30,30,0.5,0.5,0,MeanSD,0.167670307,0.066900944,0.987012987,0.165492771,0.065174541
included,0,39,39,39,,8,NA,NA,"Gaspar, Kramer et al 2014","Gaspar, J. G., Neider, M. B., Crowell, J. A., Lutz, A., Kaczmarski, H., & Kramer, A. F.",NA,NA,1,NA,published,2014,"5h or more/week, for 1 year; first-person shooter games",<1h/week over 12 months,NA,Younger adults,Overt,Other,multi-tasking,multi-tasking,Auditory 2 back during street crossing (VR CAVE):  dual task - single task cost,dual task cost accuracy,main,accuracy,Paper,30,30,0.5,0.5,0,Ftest,-0.223606798,0.067083333,0.987012987,-0.220702813,0.065352224
included,0,40,40,40,Same participants as in Exp 1?,3,NA,NA,Green & Bavelier 2003-EXP3,"Green, C. S., & Bavelier, D.",NA,NA,1,NA,published,2003,"1h or more/day, 4 or more days/week, for at least 6 months; action games (games included Grand Theft Auto3, Half-Life, Counter-Strike, Crazy Taxi, Team Fortress Classic, 007, Spider-Man, Halo, Marvel vs Capcom, Roguespeare and Super Mario Cart)",little and preferably no game usage in the past 6 months,NA,Younger adults,Overt,Bavelier,top-down attention,top-down attention,UFOV - single task / with distractors / peripheral task alone,Group: percent correct localization accuracy,main,accuracy,Meta-Analysis file,8,8,1,1,0,Ftest,1.963797342,0.370515625,0.945454545,1.856681123,0.331198099
included,0,40,40,40,Same participants as in Exp 1?,4,NA,NA,Green & Bavelier 2003-EXP4,"Green, C. S., & Bavelier, D.",NA,NA,1,NA,published,2003,"1h or more/day, 4 or more days/week, for at least 6 months; action games (games included Grand Theft Auto3, Half-Life, Counter-Strike, Crazy Taxi, Team Fortress Classic, 007, Spider-Man, Halo, Marvel vs Capcom, Roguespeare and Super Mario Cart)",little and preferably no game usage in the past 6 months,NA,Younger adults,Overt,Bavelier,top-down attention,top-down attention,Attentional Blink,Main effect of Group:  T2 accuracy (T1 correct) with lag,main,accuracy,Meta-Analysis file,8,8,1,1,0,Ftest,2.04713214,0.380960938,0.945454545,1.935470387,0.340535
included,0,40,40,40,Same participants as in Exp 1?,NA,NA,NA,Green & Bavelier 2003-EXP4,"Green, C. S., & Bavelier, D.",NA,NA,1,NA,published,2003,"1h or more/day, 4 or more days/week, for at least 6 months; action games (games included Grand Theft Auto3, Half-Life, Counter-Strike, Crazy Taxi, Team Fortress Classic, 007, Spider-Man, Halo, Marvel vs Capcom, Roguespeare and Super Mario Cart)",little and preferably no game usage in the past 6 months,NA,Younger adults,Overt,Bavelier,top-down attention,top-down attention,Attentional Blink,Interaction: Group x Lag: T2 accuracy (T1 correct) with lag,interaction,accuracy,Meta-Analysis file,8,8,1,1,0,NA,NA,NA,0.945454545,NA,NA
included,0,40,40,40,,NA,NA,NA,Green & Bavelier 2003-EXP1,"Green, C. S., & Bavelier, D.",NA,same or different subjects?,1,NA,published,2003,"1h or more/day, 4 or more days/week, for at least 6 months; action games (games included Grand Theft Auto3, Half-Life, Counter-Strike, Crazy Taxi, Team Fortress Classic, 007, Spider-Man, Halo, Marvel vs Capcom, Roguespeare and Super Mario Cart)",little and preferably no game usage in the past 6 months,NA,Younger adults,Overt,Bavelier,top-down attention,top-down attention,Flanker task,Interaction: Group x Compatibility x Difficulty: flanker compability effect (RT compatible - RT incompatible),interaction,speed,Meta-Analysis file,8,8,1,1,0,NA,NA,NA,NA,NA,NA
included,0,40,40,40,,NA,NA,NA,Green & Bavelier 2003-EXP1,"Green, C. S., & Bavelier, D.",NA,same or different subjects?,1,NA,published,2003,"1h or more/day, 4 or more days/week, for at least 6 months; action games (games included Grand Theft Auto3, Half-Life, Counter-Strike, Crazy Taxi, Team Fortress Classic, 007, Spider-Man, Halo, Marvel vs Capcom, Roguespeare and Super Mario Cart)",little and preferably no game usage in the past 6 months,NA,Younger adults,Overt,Bavelier,top-down attention,top-down attention,Flanker task,Interaction: Group x Compatibility x Difficulty: flanker compability effect (RT compatible - RT incompatible),interaction,speed,Meta-Analysis file,8,8,1,1,0,NA,0.744983221,0.26734375,0.945454545,0.704347773,0.23897438
included,0,40,40,40,,1,NA,NA,Green & Bavelier 2003-EXP1,"Green, C. S., & Bavelier, D.",NA,same or different subjects?,1,NA,published,2003,"1h or more/day, 4 or more days/week, for at least 6 months; action games (games included Grand Theft Auto3, Half-Life, Counter-Strike, Crazy Taxi, Team Fortress Classic, 007, Spider-Man, Halo, Marvel vs Capcom, Roguespeare and Super Mario Cart)",little and preferably no game usage in the past 6 months,NA,Younger adults,Overt,Bavelier,top-down attention,top-down attention,Flanker task low load (higher cost = better),Interaction Group x Compatibility @ load 1 (higher = better): flanker compability effect (RT compatible - RT incompatible),interaction,speed,GreenBavelier2003Exp1.R,8,8,1,1,0,Ftest,0.952759151,0.278367188,0.945454545,0.90079047,0.248828058
included,0,40,40,40,,1,NA,NA,Green & Bavelier 2003-EXP1,"Green, C. S., & Bavelier, D.",NA,same or different subjects?,1,NA,published,2003,"1h or more/day, 4 or more days/week, for at least 6 months; action games (games included Grand Theft Auto3, Half-Life, Counter-Strike, Crazy Taxi, Team Fortress Classic, 007, Spider-Man, Halo, Marvel vs Capcom, Roguespeare and Super Mario Cart)",little and preferably no game usage in the past 6 months,NA,Younger adults,Overt,Bavelier,top-down attention,top-down attention,Flanker task high load (lower cost = better),Interaction Group x Compatibility @ load 6 (lower = better): flanker compability effect (RT compatible - RT incompatible),interaction,speed,GreenBavelier2003Exp1.R,8,8,1,1,0,Ftest,2.200568108,0.401328125,0.945454545,2.080537121,0.358740909
included,0,40,405?,405?,,2,NA,NA,Green & Bavelier 2003-EXP2,"Green, C. S., & Bavelier, D.",OVERLAP WITH GREEN BAVELIER 2006 COGNITION EXP3,NA,1,NA,published,2003,"1h or more/day, 4 or more days/week, for at least 6 months; action games (games included Grand Theft Auto3, Half-Life, Counter-Strike, Crazy Taxi, Team Fortress Classic, 007, Spider-Man, Halo, Marvel vs Capcom, Roguespeare and Super Mario Cart)",little and preferably no game usage in the past 6 months,NA,Younger adults,Overt,Bavelier,spatial cognition,spatial cognition,Enumeration,nb of items subitized,interaction,accuracy,Meta-Analysis file,13,13,1,1,0,Ftest,1.06004354,0.175455621,0.968421053,1.026568481,0.164549183
included,0,41,41,41,,2,NA,NA,Green & Bavelier 2006 (Cognition)-EXP3,"Green, C. S., & Bavelier, D.",OVERLAP WITH GREEN BAVELIER 2003 EXP2,NA,1,NA,published,2006,"5h or more/week, for 6 months; action games",0h action games/week,NA,Younger adults,Overt,Bavelier,spatial cognition,spatial cognition,Enumeration (with MASK),Main effect Group: Group x Field of view: nb of items subitized,interaction,accuracy,Paper,11,11,1,1,0,MeanSD + Ftest,2.430278977,0.316051271,0.962025316,2.337989902,0.292503147
included,0,41,41,41,,3,NA,NA,Green & Bavelier 2006 (Cognition)-EXP4,"Green, C. S., & Bavelier, D.",NA,NA,1,NA,published,2006,"5h or more/week, for 6 months; action games",0h action games/week,NA,Younger adults,Overt,Bavelier,top-down attention,top-down attention,MOT,Main effect Group: Group x Number of circles: % correct,main,accuracy,Paper,10,10,1,1,0,MeanSD + Ftest,1.132741563,0.232077586,0.957746479,1.084879243,0.212879738
included,0,41,405?,405?,,1,NA,NA,Green & Bavelier 2006 (Cognition)-EXP1,"Green, C. S., & Bavelier, D.",NA,NA,1,NA,published,2006,"3-4 days or more/week, previous 6 months; action games",little or no experience for 6 months,NA,Younger adults,Overt,Bavelier,spatial cognition,spatial cognition,Enumeration,Main effect Group: Group x Field of view: nb of items subitized,interaction,accuracy,Paper,13,13,1,1,0,MeanSD + Ftest,2.873462379,0.312630501,0.968421053,2.782721462,0.293197181
included,0,42,42,42,Same participants as in Exp 1,2,NA,NA,Green & Bavelier 2006 (JEP)-EXP2,"Green, C. S., & Bavelier, D.","Verifiy if it's SEM or SD because some values are considered SEM and SD is calculated from it, and some values are considered SDs",NA,1,NA,published,2006,"3-4 days or more/week, at least for 6 months; action games",little or no experience for 6 months; action games,NA,Younger adults,Overt,Bavelier,perception,perception,UFOV - single&dual task / no distractors / peripheral task,Main effect Group (ANOVA : Group x eccentricity x center task): Peripheral localization accuracy %,main,accuracy,Paper,8,8,1,1,0,MeanSD + Ftest,5.989156,1.370937175,0.945454545,5.662474763,1.225459213
included,0,42,42,42,Same participants as in Exp 1,3,NA,NA,Green & Bavelier 2006 (JEP)-EXP2,"Green, C. S., & Bavelier, D.","Verifiy if it's SEM or SD because some values are considered SEM and SD is calculated from it, and some values are considered SDs",NA,1,NA,published,2006,"3-4 days or more/week, at least for 6 months; action games",little or no experience for 6 months; action games,NA,Younger adults,Overt,Bavelier,top-down attention,top-down attention,UFOV - single&dual task / with distractors / peripheral task,Main effect Group (ANOVA :Group x eccentricity x center task) Peripheral localization accuracy %,main,accuracy,Paper,8,8,1,1,0,MeanSD + Ftest,5.053395707,1.048025255,0.945454545,4.777755941,0.936813319
included,0,42,42,42,Same participants as in Exp 1,4,NA,NA,Green & Bavelier 2006 (JEP)-EXP2,"Green, C. S., & Bavelier, D.","Verifiy if it's SEM or SD because some values are considered SEM and SD is calculated from it, and some values are considered SDs","Il y a un problème entre cette ligne et la ligne du dessous car ce sont les mêmes données, une fois considéré comme du SD, une fois comme du SEM + les intitulés des effets ne sont pas les mêmes ni les domaines !",1,NA,published,2006,"3-4 days or more/week, at least for 6 months; action games",little or no experience for 6 months; action games,NA,Younger adults,Overt,Bavelier,multi-tasking,perception,UFOV dual task  / no distractors / central task,Main effect Group (ANOVA : Group x eccentricity x center task) : center identification accuracy %,main,accuracy,Paper,8,8,1,1,0,MeanSD + Ftest,2.703351274,0.478378378,0.945454545,2.55589575,0.427614921
included,0,42,42,42,,NA,NA,1,Green & Bavelier 2006 (JEP)-EXP1,"Green, C. S., & Bavelier, D.","Verifiy if it's SEM or SD because some values are considered SEM and SD is calculated from it, and some values are considered SDs",NA,1,NA,published,2006,"3-4 days or more/week, at least for 6 months; action games",little or no experience for 6 months; action games,NA,Younger adults,Overt,Bavelier,top-down attention,top-down attention,Perceptual load paradigm,Main effect Group: filtered RT,main,speed,Paper,8,8,1,1,0,NA,1.14180045,0.290740883,0.945454545,1.079520425,0.25988871
included,0,42,42,42,,NA,NA,1,Green & Bavelier 2006 (JEP)-EXP1,"Green, C. S., & Bavelier, D.",NA,NA,1,NA,published,2006,"3-4 days or more/week, at least for 6 months; action games",little or no experience for 6 months; action games,NA,Younger adults,Overt,Bavelier,top-down attention,top-down attention,Perceptual load paradigm,Main effect Group: error rate,main,accuracy,Paper,8,8,1,1,0,NA,0.158113883,0.25078125,0.945454545,0.149489489,0.224169421
included,0,42,42,42,,1,NA,2,Green & Bavelier 2006 (JEP)-EXP1,"Green, C. S., & Bavelier, D.",NA,NA,1,NA,published,2006,"3-4 days or more/week, at least for 6 months; action games",little or no experience for 6 months; action games,NA,Younger adults,Overt,Bavelier,top-down attention,top-down attention,Perceptual load paradigm,Interaction: Group x Perceptual Load x Distractor Compatibility: filtered RT,interaction,speed,Paper,8,8,1,1,0,Ftest,1.360147051,0.3078125,0.945454545,1.285957212,0.27514876
included,0,42,42,42,,NA,accuracy,2,Green & Bavelier 2006 (JEP)-EXP1,"Green, C. S., & Bavelier, D.",no data,data missing not in excel file: contact authors,1,NA,published,2006,"3-4 days or more/week, at least for 6 months; action games",little or no experience for 6 months; action games,NA,Younger adults,Overt,Bavelier,top-down attention,top-down attention,Perceptual load paradigm,Interaction: Group x Perceptual Load x Distractor Compatibility: Error Rate,interaction,accuracy,Paper,8,8,1,1,0,NA,NA,NA,0.945454545,NA,NA
included,0,43,43,43,,1,NA,NA,Green & Bavelier 2007-EXP1,"Green, C. S., & Bavelier, D.",NA,NA,1,NA,published,2007,"5h or more/week, for 6 months; action games","0h action games/week, for 6 months; subjects could play other kinds of video game",NA,Younger adults,Overt,Bavelier,perception,perception,Crowding paradigm - acuity (T-alone discrimination accuracy),Main effect Group: Group x eccentricity: T-alone discrimination accuracy,main,accuracy,Paper,10,10,1,1,0,Ftest,1.78325545,0.2795,0.957746479,1.707906628,0.25637929
